Summary,Issue Type,Project Key,Description,Priority,Labels,Components,Assignee,Reporter,Due Date,Original Estimate,Environment,Linked Issues,Issue ID,Custom field (WBS Code),Custom field (Dependencies),Custom field (Dependency Type),Custom field (Effort Hours),Custom field (Duration Weeks),Custom field (Resources),Custom field (Deliverables),Custom field (Acceptance Criteria),Custom field (Risks),Custom field (Context)
A131 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A131,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A132 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A132,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A133 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A133,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A134 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A134,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A135 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A135,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A136 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A136,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A137 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A137,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A138 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A138,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A139 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A139,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A140 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A140,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A141 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A141,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A142 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A142,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A143 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A143,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A144 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A144,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A145 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A145,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A146 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A146,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A147 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A147,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A148 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A148,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A149 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A149,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A150 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A150,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A151 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A151,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A152 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A152,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A153 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A153,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A154 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A154,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A155 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A155,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A156 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A156,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A157 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A157,[TBD],
