Summary,Issue Type,Project Key,Description,Priority,Labels,Components,Assignee,Reporter,Due Date,Original Estimate,Environment,Linked Issues,Issue ID,Custom field (WBS Code),Custom field (Dependencies),Custom field (Dependency Type),Custom field (Effort Hours),Custom field (Duration Weeks),Custom field (Resources),Custom field (Deliverables),Custom field (Acceptance Criteria),Custom field (Risks),Custom field (Context)
A087 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A087,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A088 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A088,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A089 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A089,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A090 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A090,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A091 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A091,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A092 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A092,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A093 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A093,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A094 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A094,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A095 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A095,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A096 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A096,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A097 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A097,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A098 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A098,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A099 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A099,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A100 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A100,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A101 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A101,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A102 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A102,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A103 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A103,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A104 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A104,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A105 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A105,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A106 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A106,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A107 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A107,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A108 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A108,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A109 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A109,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A110 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A110,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A111 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A111,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A112 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A112,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A113 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A113,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A114 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A114,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A115 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A115,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A116 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A116,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A117 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A117,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A118 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A118,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A119 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A119,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
A120 - [Placeholder],Task,PROJ,"WBS: [TBD]
Description: [To be defined]
Deliverables: [To be defined]
Acceptance: [To be defined]
Context: [To be defined]",Medium,"activity-list phase-development",Development,,,,,,A120,[TBD],,FS,,,[To be defined],[To be defined],[To be defined],[To be defined],[To be defined]
